datetime,open,high,low,close,volume,dif,dea,macd
2017/1/3,3105.3085,3136.4558,3105.3085,3135.9208,14156718700,0,0,0
2017/1/4,3133.7873,3160.1029,3130.1145,3158.794,16786085000,0.559804247,0.311002359,0.497603775
2017/1/5,3157.9063,3168.5021,3154.281,3165.4109,17472764500,1.204046431,0.677004028,1.054084806
2017/1/6,3163.7761,3172.0347,3153.0253,3154.321,18370896600,1.440986506,0.935805681,1.010361651
2017/1/9,3148.5317,3173.136,3147.7351,3171.2362,17171407500,1.514349557,1.107909404,0.812880307
2017/1/10,3167.5701,3174.5781,3157.3322,3161.6713,17975921600,1.749269729,1.281753711,0.935032035
2017/1/11,3156.6856,3167.0288,3136.2667,3136.7535,17836222100,1.140244966,1.245941623,-0.211393314
2017/1/12,3133.6015,3144.9699,3115.9787,3119.2886,14888924000,-0.272086742,0.88113086,-2.306435204
2017/1/13,3116.0827,3130.5146,3102.1628,3112.7644,15627421400,-1.894834449,0.239869102,-4.269407102
2017/1/16,3104.4924,3105.1423,3044.2912,3103.428,25788599600,-4.359840262,-0.790732808,-7.138214908
2017/1/17,3087.0295,3108.9072,3072.3384,3108.7746,13615786100,-5.817623151,-1.890587692,-7.854070918
2017/1/18,3104.7664,3123.7203,3098.5864,3113.0123,13178012800,-5.941596018,-2.760574387,-6.362043261
2017/1/19,3104.9715,3115.7778,3094.0055,3101.2992,12385142000,-6.294092396,-3.508389563,-5.571405666
2017/1/20,3095.8185,3125.6599,3095.2147,3123.1389,12236677700,-6.13167305,-4.057182426,-4.148981248
2017/1/23,3125.4209,3145.8411,3125.4209,3136.7748,13266039200,-4.541975053,-4.157676782,-0.768596541
2017/1/24,3134.5921,3149.5312,3131.2181,3142.5533,12597388100,-2.908110349,-3.900525326,1.984829952
2017/1/25,3137.6462,3151.4723,3133.1911,3149.5547,11207382700,-1.40984573,-3.390913979,3.962136498
2017/1/26,3149.2167,3163.1041,3148.9083,3159.166,11387677200,0.519855393,-2.594411593,6.228533973
2017/2/3,3160.0816,3162.6771,3136.013,3140.17,9222473600,1.652473379,-1.732614798,6.770176354
2017/2/6,3143.0931,3158.8433,3135.3869,3156.9838,12719828300,2.429968889,-0.890387845,6.640713468
2017/2/7,3154.4046,3159.544,3140.0356,3153.0878,12833744200,3.212688029,-0.062133371,6.5496428
2017/2/8,3148.086,3167.4465,3132.0333,3166.9818,14492018700,3.905756033,0.737343609,6.336824849
2017/2/9,3164.6875,3186.838,3162.5744,3183.1794,19164032700,5.802115619,1.756312944,8.09160535
2017/2/10,3183.0069,3205.049,3182.8021,3196.699,23934891300,8.414336102,3.094235737,10.64020073
2017/2/13,3198.9946,3219.4072,3198.9946,3216.8394,22019150800,11.50539229,4.782846439,13.44509171
2017/2/14,3216.137,3219.4047,3205.2853,3217.928,18879808800,14.20720215,6.673431525,15.06754126
2017/2/15,3215.4639,3235.9977,3206.5606,3212.9857,24150770600,16.36340714,8.61612379,15.4945667
2017/2/16,3210.3567,3230.2754,3207.7852,3229.6184,21695594200,17.97957279,10.49244292,14.97425974
2017/2/17,3227.7073,3238.3959,3199.4248,3202.0756,22622817700,18.84346417,12.16523569,13.35645696
2017/2/20,3198.9633,3241.458,3198.9633,3239.9613,23215209600,19.51237821,13.63648551,11.7517854
2017/2/21,3242.2226,3254.3355,3239.8775,3253.3257,21167306600,21.82761707,15.27633585,13.10256243
2017/2/22,3252.6898,3261.3808,3243.8398,3261.2184,20745377600,23.92454876,17.00734989,13.83439775
2017/2/23,3258.8319,3264.0819,3236.3549,3251.375,20917980000,25.13007729,18.6329257,12.99430319
2017/2/24,3246.8603,3253.9556,3233.5348,3253.4327,18640636200,25.35710945,19.97844471,10.75732949
2017/2/27,3249.1945,3251.6543,3224.0884,3228.6602,18258107100,24.60275215,20.90368152,7.39814127
2017/2/28,3225.9689,3242.679,3225.9689,3241.7331,15124431800,23.40514806,21.40413723,4.002021655
2017/3/1,3240.0726,3259.9781,3237.8714,3246.9335,19067755000,23.11485508,21.74636965,2.736970851
2017/3/2,3250.5183,3256.8074,3228.6647,3230.0281,18121507600,22.26485699,21.85008866,0.829536663
2017/3/3,3219.2019,3221.1553,3206.6127,3218.3118,15708236800,19.42674588,21.36533956,-3.877187373
2017/3/6,3217.3345,3234.6626,3215.067,3233.8657,15609215800,17.66312985,20.62479918,-5.923338676
2017/3/7,3233.0939,3242.6591,3226.8219,3242.4063,16406423500,16.92394722,19.88455007,-5.921205713
2017/3/8,3240.5323,3245.3043,3230.6083,3240.6646,16073138800,16.38428127,19.18443675,-5.600310976
2017/3/9,3233.7007,3233.8749,3205.2794,3216.7457,16737110800,14.47310169,18.24210561,-7.538007835
2017/3/10,3213.7294,3222.3189,3208.4472,3212.7601,13667274300,12.18598998,17.03081654,-9.689653101
2017/3/13,3209.4492,3237.1212,3193.1565,3237.0244,16367376000,10.63308604,15.7512147,-10.23625733
2017/3/14,3235.2515,3246.3285,3231.5209,3239.3278,14694602200,10.76402935,14.75374287,-7.979427051
2017/3/15,3235.403,3243.713,3227.7377,3241.7597,14405568200,10.66921194,13.93681391,-6.535203946
2017/3/16,3247.1628,3269.77,3247.1628,3268.9354,18941600200,12.11765368,13.57297375,-2.910640151
2017/3/17,3271.8665,3274.1903,3232.2806,3237.4471,20058322300,12.77688079,13.41375232,-1.273743057
2017/3/20,3241.1101,3251.1271,3228.1177,3250.8082,17054843000,12.27483772,13.18596615,-1.822256853
2017/3/21,3250.2473,3262.2209,3246.6959,3261.6108,16271930600,12.71260546,13.09129293,-0.757374943
2017/3/22,3246.2233,3255.7779,3229.1283,3245.2198,18973164900,12.03927191,12.8808868,-1.683229794
2017/3/23,3245.8078,3262.0914,3221.9344,3248.5495,19302914400,11.41423772,12.58755484,-2.346634243
2017/3/24,3247.3495,3275.2066,3241.1233,3269.4451,21977791400,11.87009098,12.44406123,-1.14794051
2017/3/27,3268.924,3283.2393,3262.1184,3266.9552,20185267500,13.03817916,12.56288537,0.95058758
2017/3/28,3265.6344,3265.6344,3246.0861,3252.9479,16171001300,12.80119113,12.6105467,0.381288847
2017/3/29,3252.8653,3262.0976,3233.2795,3241.3144,21610557500,11.66618765,12.42167433,-1.510973354
2017/3/30,3235.1369,3240.0174,3195.8524,3210.2369,24713547900,8.506927147,11.63872302,-6.263591739
2017/3/31,3206.2529,3226.2483,3205.5365,3222.5142,19644292200,5.526414242,10.41625892,-9.779689356
2017/4/5,3235.6603,3270.6453,3233.2367,3270.3054,24832020200,6.078578079,9.548721422,-6.940286687
2017/4/6,3272.1926,3286.6739,3265.7645,3281.0047,24528799900,8.335836585,9.306144157,-1.940615145
2017/4/7,3280.6239,3295.187,3275.0507,3286.616,23610894200,10.63905935,9.572727456,2.132663778
2017/4/10,3285.4594,3285.4594,3265.0121,3269.3926,23269461600,11.68543156,9.995268609,3.380325907
2017/4/11,3266.2219,3290.3887,3244.4047,3288.9657,28128124800,12.06793856,10.40980286,3.316271399
2017/4/12,3283.8369,3284.9338,3262.2773,3273.8301,26938179000,12.52517062,10.83287662,3.384587999
2017/4/13,3265.2181,3281.1369,3261.4901,3275.9603,20734687500,12.32268003,11.13083743,2.383685207
2017/4/14,3276.1381,3276.7112,3238.8959,3246.0668,21450855800,11.11115967,11.12690187,-0.031484404
2017/4/17,3229.9491,3229.9491,3199.9121,3222.1673,21273718900,6.9429048,10.29010224,-6.694394886
2017/4/18,3215.3963,3225.0546,3196.4884,3196.7133,18866135300,2.638879795,8.759857439,-12.24195529
2017/4/19,3184.666,3189.4368,3147.0655,3170.6867,21323807500,-3.578970037,6.292091538,-19.74212315
2017/4/20,3165.665,3178.1826,3148.1844,3172.1003,19087398500,-8.960133087,3.241646211,-24.4035586
2017/4/21,3170.2899,3180.7944,3158.6286,3173.1512,16476174000,-12.70156097,0.053004439,-25.50913082
2017/4/24,3164.2479,3164.2479,3111.2145,3129.5312,18627743400,-17.74625218,-3.506847184,-28.47880998
2017/4/25,3123.8943,3145.2672,3117.4488,3134.5674,15341830700,-22.4516848,-7.295814963,-30.31173968
2017/4/26,3132.9181,3152.9534,3131.418,3140.8471,16987810700,-25.14721648,-10.86609546,-28.56224205
2017/4/27,3131.3496,3155.0033,3097.3334,3152.1869,21179307300,-27.41513336,-14.17590318,-26.47846036
2017/4/28,3144.0219,3154.7266,3136.5781,3154.6584,16288989900,-27.80290827,-16.9013043,-21.80320795
2017/5/2,3147.2275,3154.7812,3136.5391,3143.7121,15422296200,-27.94345948,-19.10973539,-17.66744817
2017/5/3,3138.3068,3148.2857,3123.7509,3135.346,16376392400,-28.46279691,-20.98034774,-14.96489835
2017/5/4,3127.1058,3143.8179,3111.3912,3127.3687,17796748500,-29.26185976,-22.63665017,-13.25041918
2017/5/5,3114.7735,3117.6141,3092.0918,3103.0378,17621364100,-31.18998353,-24.34731687,-13.68533333
2017/5/8,3090.0652,3093.4516,3067.6943,3078.6129,18052690400,-34.29005899,-26.33586532,-15.90838736
2017/5/9,3064.8484,3084.2077,3056.558,3080.5269,13506667400,-37.19778394,-28.50824906,-17.37906975
2017/5/10,3078.1728,3090.8191,3051.5896,3052.785,16079445200,-39.30626047,-30.66785136,-17.27681823
2017/5/11,3036.7891,3063.5637,3016.5305,3061.5003,19134190100,-42.40184809,-33.01465072,-18.77439475
2017/5/12,3054.1123,3090.4914,3051.8713,3083.5132,15968409900,-42.32002833,-34.87572625,-14.88860415
2017/5/15,3085.9319,3098.9125,3085.9319,3090.2289,13566072800,-40.15968814,-35.93251863,-8.45433902
2017/5/16,3082.8717,3113.5116,3060.5344,3112.9642,17377556400,-37.83255834,-36.31252657,-3.040063524
2017/5/17,3107.802,3119.5816,3101.2953,3104.4415,16867415800,-34.31819794,-35.91366084,3.190925819
2017/5/18,3082.3288,3103.4413,3077.9631,3090.139,14862003500,-32.75267368,-35.28146341,5.057579468
2017/5/19,3086.7054,3095.4826,3081.278,3090.6309,12963523000,-31.14835847,-34.45484242,6.612967909
2017/5/22,3087.1705,3103.9375,3063.1529,3075.6756,15368373000,-30.01787185,-33.5674483,7.099152915
2017/5/23,3069.3935,3084.2352,3050.8423,3061.947,17831059900,-30.05588112,-32.86513487,5.618507487
2017/5/24,3047.5681,3064.8127,3022.3026,3064.0759,13981335300,-31.09152045,-32.51041198,2.837783063
2017/5/25,3055.3425,3114.6578,3052.8309,3107.8311,19139184100,-28.91964501,-31.79225859,5.745227158
2017/5/26,3101.2864,3120.6627,3100.3877,3110.0587,15592348600,-24.86074482,-30.40595583,11.09042204
2017/5/31,3125.3252,3143.2787,3111.5563,3117.1778,15295043000,-20.10291836,-28.34534834,16.48485995
2017/6/1,3108.4214,3113.5212,3097.6794,3102.6232,16301571900,-17.64302878,-26.20488443,17.12371129
2017/6/2,3094.2253,3110.3891,3081.8485,3105.54,14250492500,-16.11754904,-24.18741735,16.13973661
2017/6/5,3102.1095,3105.5056,3084.8301,3091.6561,13257030000,-14.89620604,-22.32917509,14.86593809
2017/6/6,3084.5401,3102.8633,3078.7872,3102.126,11343996300,-14.08422166,-20.6801844,13.19192549
2017/6/7,3101.7608,3140.7743,3098.9508,3140.3249,17322901400,-11.02494335,-18.74913619,15.44838569
2017/6/8,3136.4705,3153.2635,3132.8278,3150.3336,15227765900,-6.686542935,-16.33661754,19.30014921
2017/6/9,3147.4533,3165.9197,3146.1075,3158.4004,16013633400,-2.314452951,-13.53218462,22.43546334
2017/6/12,3149.5266,3164.9502,3135.314,3139.8766,14672942500,0.574836876,-10.71078032,22.57123439
2017/6/13,3134.0089,3155.9895,3131.0431,3153.7429,12831827900,2.535233497,-8.061577558,21.19362211
2017/6/14,3146.748,3149.1731,3125.3546,3130.674,13834704200,3.586978434,-5.731866359,18.63768959
2017/6/15,3125.5865,3137.5854,3117.084,3132.4863,14695424500,3.588376296,-3.867817828,14.91238825
2017/6/16,3126.3728,3134.2511,3117.8567,3123.1662,12965275800,3.327347849,-2.428784693,11.51226508
2017/6/19,3122.1578,3146.7703,3121.7787,3144.3739,13489175800,3.751561751,-1.192715404,9.88855431
2017/6/20,3148.0187,3150.4646,3134.6106,3140.0136,14119180200,4.799400105,0.005707698,9.587384814
2017/6/21,3148.9861,3157.0275,3132.6173,3156.2118,13668826800,5.999051631,1.204376485,9.589350293
2017/6/22,3152.2424,3186.9823,3146.6432,3147.4532,19134400600,7.637837038,2.491068595,10.29353689
2017/6/23,3138.4441,3158.0474,3118.0946,3157.873,15484364800,7.62114277,3.51708343,8.208118679
2017/6/26,3157.0022,3187.8891,3156.9767,3185.4439,17357921100,9.811417581,4.77595026,10.07093464
2017/6/27,3183.4198,3193.4613,3172.463,3191.1969,14820119800,12.47704702,6.316169613,12.32175482
2017/6/28,3183.6334,3193.4397,3170.7859,3173.2014,14651672000,14.03485114,7.859905919,12.34989045
2017/6/29,3174.9811,3188.7741,3174.2835,3188.0625,12875547000,15.19592535,9.327109805,11.73763109
2017/6/30,3176.9481,3193.2411,3171.5703,3192.4269,12146454300,16.09364954,10.68041775,10.82646358
2017/7/3,3191.9982,3196.2861,3177.0244,3195.9116,14030571700,17.15267653,11.97486951,10.35561405
2017/7/4,3192.8885,3193.0644,3174.314,3182.8039,14111496700,17.42499737,13.06489508,8.720204581
2017/7/5,3179.2169,3207.3095,3174.7081,3207.1342,14829648300,17.9442533,14.04076673,7.806973158
2017/7/6,3203.8631,3215.95,3188.7733,3212.444,17580928700,19.19673989,15.07196136,8.249557056
2017/7/7,3203.8225,3219.5232,3195.2905,3217.9567,17671541600,20.26960588,16.11149026,8.316231243
2017/7/10,3208.4627,3223.3402,3203.2089,3212.6319,19892801000,21.0995475,17.10910171,7.980891576
2017/7/11,3201.5169,3226.908,3199.2235,3203.0375,18783726200,21.17116281,17.92151393,6.499297755
2017/7/12,3201.9292,3215.1962,3177.9346,3197.5439,18690088000,20.22657279,18.3825257,3.688094173
2017/7/13,3192.3615,3219.2683,3190.3393,3218.1632,19530361100,19.80497833,18.66701623,2.275924203
2017/7/14,3212.0316,3222.9784,3204.8529,3222.4168,16012677300,20.0894784,18.95150866,2.275939485
2017/7/17,3219.7914,3230.354,3139.5035,3176.4648,26620527400,18.16567571,18.79434207,-1.257332721
2017/7/18,3159.7318,3187.671,3150.1284,3187.5672,19062306000,14.83577911,18.00262948,-6.33370074
2017/7/19,3181.4015,3232.9408,3179.73,3230.9762,27242072600,14.84874454,17.37185249,-5.046215905
2017/7/20,3227.5056,3246.236,3225.4328,3244.8647,23210839200,17.06263814,17.31000962,-0.494742967
2017/7/21,3236.5881,3247.7122,3231.9556,3237.9817,20600325100,18.80610508,17.60922871,2.393752738
2017/7/24,3230.898,3261.1046,3230.0705,3250.5989,23305639900,20.32538023,18.15245902,4.345842425
2017/7/25,3249.1376,3261.6454,3233.1376,3243.6894,20557387300,21.5819668,18.83836057,5.48721245
2017/7/26,3244.4608,3264.8483,3228.0389,3247.6748,21354200500,22.26892699,19.52447386,5.488906269
2017/7/27,3243.765,3251.9261,3220.6366,3249.7814,22848594500,22.17617788,20.05481466,4.242726431
2017/7/28,3240.1728,3256.3706,3232.9634,3253.2404,18222688000,22.18259737,20.4803712,3.404452331
2017/7/31,3252.7519,3276.9461,3251.1941,3273.0283,24603944000,23.35421391,21.05513974,4.59814834
2017/8/1,3274.3685,3292.6383,3273.5038,3292.6383,23719459400,25.58602835,21.96131746,7.24942177
2017/8/2,3288.5183,3305.4313,3282.0377,3285.0568,26673062800,27.59932633,23.08891924,9.02081419
2017/8/3,3279.9864,3293.3686,3262.1554,3272.9286,23327700400,27.81308483,24.03375236,7.558664941
2017/8/4,3269.3182,3287.1929,3261.3066,3262.0809,27590634000,27.09442679,24.64588724,4.897079096
2017/8/7,3257.67,3280.1035,3243.7153,3279.4566,23117337900,25.84462761,24.88563532,1.91798459
2017/8/8,3277.1887,3285.4833,3269.6582,3281.8728,25204353700,25.63301849,25.03511195,1.19581308
2017/8/9,3277.8083,3277.9433,3263.8468,3275.573,23559790700,24.79556991,24.98720354,-0.383267268
2017/8/10,3269.7347,3282.519,3236.1829,3261.7494,24068462200,22.95974292,24.58171142,-3.243936993
2017/8/11,3237.9222,3245.1163,3200.7481,3208.5413,26296299500,18.11163058,23.28769525,-10.35212935
2017/8/14,3206.0436,3240.0517,3206.0436,3237.3602,19034679600,14.05043744,21.44024369,-14.77961249
2017/8/15,3235.2298,3263.5892,3235.1013,3251.2617,18229799700,12.61666224,19.6755274,-14.11773032
2017/8/16,3247.8525,3248.785,3228.8705,3246.4512,17685205100,11.08585386,17.95759269,-13.74347766
2017/8/17,3253.8455,3269.1389,3251.4593,3268.4298,20362255100,11.17440321,16.60095479,-10.85310317
2017/8/18,3253.2434,3275.0763,3248.0833,3268.7243,19112248300,11.16138299,15.51304043,-8.703314883
2017/8/21,3274.5805,3287.5186,3270.4753,3286.9055,18612248300,12.5067929,14.91179093,-4.809996062
2017/8/22,3287.6147,3293.476,3274.941,3290.2257,18653799100,13.9523824,14.71990922,-1.535053648
2017/8/23,3283.7966,3299.4572,3274.4404,3287.7049,17983220800,14.90884804,14.75769698,0.302302106
2017/8/24,3287.9594,3297.9886,3266.3589,3271.5117,16346893700,15.05793587,14.81774476,0.480382218
2017/8/25,3271.4608,3331.9146,3271.4608,3331.5221,20583948200,16.64922551,15.18404091,2.930369194
2017/8/28,3336.1264,3375.0339,3336.1264,3362.6514,25746143800,21.76620653,16.50047403,10.53146499
2017/8/29,3362.0604,3374.5947,3354.4627,3365.2261,21950453500,26.45265717,18.49091066,15.92349302
2017/8/30,3361.8207,3376.6481,3357.0803,3363.6266,24686331200,29.87939707,20.76860794,18.22157825
2017/8/31,3361.4621,3367.3581,3340.6865,3360.8103,23441978100,31.64813082,22.94451252,17.40723661
2017/9/1,3365.9913,3381.9252,3358.4724,3367.1194,28249758400,33.53459051,25.06252812,16.94412479
2017/9/4,3369.7185,3381.4027,3359.1309,3379.583,26742784900,34.95602996,27.04122849,15.82960295
2017/9/5,3377.1968,3390.8233,3371.5706,3384.317,21655294600,36.35084257,28.9031513,14.89538254
2017/9/6,3372.4277,3391.0105,3364.7645,3385.3888,22909078500,36.82365399,30.48725184,12.67280429
2017/9/7,3383.6281,3387.7956,3363.1765,3365.4974,22111868500,36.50533882,31.69086924,9.628939168
2017/9/8,3364.4275,3380.8898,3353.6876,3365.2426,19840518400,35.12497344,32.37769008,5.494566719
2017/9/11,3365.3506,3384.81,3360.0462,3376.4188,21901101900,34.08949192,32.72005044,2.738882953
2017/9/12,3381.487,3391.0694,3370.8519,3379.488,27291031900,33.6130789,32.89865614,1.428845525
2017/9/13,3374.7185,3387.1397,3366.5412,3384.147,19455071500,32.65035779,32.84899647,-0.39727736
2017/9/14,3383.47,3391.6435,3361.3335,3371.4256,22130648700,31.43079564,32.5653563,-2.269121327
2017/9/15,3365.1454,3365.5277,3345.3283,3353.6192,21976581600,28.55653347,31.76359173,-6.414116521
2017/9/18,3352.5134,3371.7486,3352.5134,3362.8587,19031967600,26.17888723,30.64665083,-8.935527207
2017/9/19,3365.5315,3370.4009,3344.7054,3356.8446,19112969100,23.97481271,29.31228321,-10.674941
2017/9/20,3352.1848,3370.0978,3346.5356,3365.9959,19219666100,21.92154253,27.83413507,-11.82518509
2017/9/21,3364.6977,3377.8844,3356.8754,3357.8123,19744869500,20.5108709,26.36948224,-11.71722267
2017/9/22,3347.1569,3356.4514,3334.9846,3352.5294,17923400700,17.85272207,24.6661302,-13.62681627
2017/9/25,3344.5886,3350.9612,3334.9438,3341.5487,16962129300,15.18616452,22.77013707,-15.1679451
2017/9/26,3336.3497,3347.1629,3332.5985,3343.5826,13262859500,12.67765137,20.75163993,-16.14797711
2017/9/27,3340.8219,3349.6949,3340.2989,3345.2717,14308694500,10.89475705,18.78026335,-15.77101261
2017/9/28,3343.8446,3344.6005,3336.1784,3339.6421,14944430000,9.137983519,16.85180738,-15.42764773
2017/9/29,3340.3109,3357.0154,3340.3109,3348.9431,14486244300,8.102479653,15.10194184,-13.99892437
2017/10/9,3403.2458,3410.1704,3366.965,3374.3781,19173605700,10.55284661,14.19212279,-7.278552372
2017/10/10,3373.3446,3384.0262,3358.7953,3382.9879,17942384100,11.24345241,13.60238872,-4.717872615
2017/10/11,3381.488,3395.7794,3379.1634,3388.2838,18147670400,12.56501028,13.39491303,-1.659805492
2017/10/12,3385.5329,3390.2036,3372.5331,3386.1,16180938000,13.25091741,13.36611391,-0.230392983
2017/10/13,3384.4883,3395.7484,3383.2392,3390.5233,13995476400,14.02877475,13.49864607,1.060257352
2017/10/16,3393.2055,3400.5113,3374.7687,3378.4704,17433062000,14.33787043,13.66649095,1.342758971
2017/10/17,3373.2342,3382.4072,3365.5646,3372.0407,12538172500,13.34552163,13.60229708,-0.513550905
2017/10/18,3373.5281,3383.2323,3371.9249,3381.7937,15722879100,12.75961863,13.43376139,-1.348285517
2017/10/19,3374.6444,3378.7359,3359.6284,3370.1721,15847649500,11.61076069,13.06916125,-2.916801121
2017/10/20,3363.5138,3379.7652,3360.1001,3378.6481,12717285100,10.55533569,12.56639614,-4.022120898
2017/10/23,3382.28,3385.2853,3374.705,3380.699,13084628900,10.42465592,12.1380481,-3.426784353
2017/10/24,3376.5989,3388.6886,3374.1246,3388.2477,13989751100,10.29701469,11.76984142,-2.945653447
2017/10/25,3384.8579,3398.3041,3382.0338,3396.8975,12313122200,10.76637379,11.56914789,-1.605548199
2017/10/26,3397.519,3414.2415,3391.4549,3407.5671,18376862500,11.98242102,11.65180252,0.661237014
2017/10/27,3404.4978,3421.1026,3402.1141,3416.8124,17025717300,13.47157787,12.01575759,2.911640567
2017/10/30,3413.8679,3419.7315,3357.2762,3390.3371,20834928600,13.22209783,12.25702564,1.930144381
2017/10/31,3380.999,3397.0988,3376.1238,3393.3417,15349820600,12.20488653,12.24659782,-0.083422562
2017/11/1,3393.9678,3410.3519,3388.5978,3395.9125,18056612700,12.09182158,12.21564257,-0.24764198
2017/11/2,3391.652,3391.652,3372.2131,3383.3095,16686426700,10.86822073,11.9461582,-2.155874938
2017/11/3,3377.7356,3380.57,3347.3603,3371.7441,17271479000,8.560872426,11.26910105,-5.41645724
2017/11/6,3369.685,3389.3826,3356.5337,3388.1742,15463646800,7.181368729,10.45155458,-6.540371707
2017/11/7,3389.4721,3415.1482,3387.9459,3413.5748,19057174600,8.060198991,9.973283465,-3.826168947
2017/11/8,3409.1474,3434.4918,3404.8811,3415.4602,18543647000,9.810381269,9.940703026,-0.260643512
2017/11/9,3410.6723,3428.7704,3408.6186,3427.7946,15865042600,11.3066388,10.21389018,2.185497231
2017/11/10,3423.1846,3438.7924,3414.3286,3432.6731,18927650300,13.01063834,10.77323981,4.47479706
2017/11/13,3435.1839,3449.1638,3435.0849,3447.8358,20538905400,15.35988388,11.69056863,7.338630511
2017/11/14,3446.5453,3450.4949,3419.6919,3429.5482,19647267400,16.60685339,12.67382558,7.866055627
2017/11/15,3416.2112,3423.7495,3396.381,3402.5245,16879207600,15.25241054,13.18954257,4.125735935
2017/11/16,3393.1937,3409.6532,3390.5888,3399.2503,15668433200,13.09644813,13.17092368,-0.148951102
2017/11/17,3392.6834,3403.2855,3373.2956,3382.9075,24945815300,10.45008507,12.62675596,-4.353341786
2017/11/20,3361.3563,3393.1063,3337.116,3392.3988,17652468300,6.897628218,11.48093041,-9.166604387
2017/11/21,3382.3595,3419.802,3377.5989,3410.4977,19687180300,6.155316857,10.4158077,-8.520981687
2017/11/22,3417.3313,3442.1777,3404.2865,3430.4643,21356709300,7.577695691,9.848185299,-4.540979216
2017/11/23,3425.0093,3429.4237,3342.3324,3351.9182,21526539300,5.702510633,9.019050366,-6.633079465
2017/11/24,3340.3842,3360.7459,3328.3339,3353.8207,15956966300,0.869809261,7.389202145,-13.03878577
2017/11/27,3346.6567,3347.0506,3315.2642,3322.2298,16643917000,-3.965107829,5.11834015,-18.16689596
2017/11/28,3311.2322,3333.7998,3300.7808,3333.657,13824779900,-8.739644165,2.346743287,-22.1727749
2017/11/29,3335.5671,3343.0624,3305.5721,3337.862,18380593200,-11.5313317,-0.428871711,-22.20491998
2017/11/30,3328.6427,3340.9201,3306.2832,3317.1884,15659585100,-14.16606999,-3.176311367,-21.97951725
2017/12/1,3315.1051,3324.5161,3302.4398,3317.6174,13919830000,-16.73410629,-5.887870351,-21.69247188
2017/12/4,3310.3814,3323.9961,3304.1034,3309.6183,14805328800,-18.78632268,-8.467560818,-20.63752373
